age_group,category,n,total,prop,fi,lb,meas,source,sex,country,old_category
"[50,55)",Cerebrovascular disease,17401,45,0.00258605827251307,efi,1-year lookback,yes,UK BioBank,Female,UK,Cerebrovascular disease
"[50,55)",Cerebrovascular disease,17401,87,0.00499971266019194,efi,3-year lookback,yes,UK BioBank,Female,UK,Cerebrovascular disease
"[55,60)",Cerebrovascular disease,20274,83,0.00409391338660353,efi,1-year lookback,no,UK BioBank,Female,UK,Cerebrovascular disease
"[55,60)",Cerebrovascular disease,20274,156,0.00769458419650784,efi,3-year lookback,no,UK BioBank,Female,UK,Cerebrovascular disease
"[55,60)",Cerebrovascular disease,20274,83,0.00409391338660353,efi,1-year lookback,yes,UK BioBank,Female,UK,Cerebrovascular disease
"[55,60)",Cerebrovascular disease,20274,156,0.00769458419650784,efi,3-year lookback,yes,UK BioBank,Female,UK,Cerebrovascular disease
"[60,65)",Cerebrovascular disease,27154,141,0.00519260514104736,efi,1-year lookback,no,UK BioBank,Female,UK,Cerebrovascular disease
"[60,65)",Cerebrovascular disease,27154,249,0.00916991971716874,efi,3-year lookback,no,UK BioBank,Female,UK,Cerebrovascular disease
"[60,65)",Cerebrovascular disease,27154,141,0.00519260514104736,efi,1-year lookback,yes,UK BioBank,Female,UK,Cerebrovascular disease
"[60,65)",Cerebrovascular disease,27154,249,0.00916991971716874,efi,3-year lookback,yes,UK BioBank,Female,UK,Cerebrovascular disease
"[65,70)",Cerebrovascular disease,22406,181,0.00807819334106936,efi,1-year lookback,no,UK BioBank,Female,UK,Cerebrovascular disease
"[65,70)",Cerebrovascular disease,22406,350,0.0156208158528965,efi,3-year lookback,no,UK BioBank,Female,UK,Cerebrovascular disease
"[65,70)",Cerebrovascular disease,22406,181,0.00807819334106936,efi,1-year lookback,yes,UK BioBank,Female,UK,Cerebrovascular disease
"[65,70)",Cerebrovascular disease,22406,350,0.0156208158528965,efi,3-year lookback,yes,UK BioBank,Female,UK,Cerebrovascular disease
"[70,75)",Cerebrovascular disease,5638,87,0.0154310039020929,efi,1-year lookback,no,UK BioBank,Female,UK,Cerebrovascular disease
"[70,75)",Cerebrovascular disease,5638,145,0.0257183398368216,efi,3-year lookback,no,UK BioBank,Female,UK,Cerebrovascular disease
"[70,75)",Cerebrovascular disease,5638,87,0.0154310039020929,efi,1-year lookback,yes,UK BioBank,Female,UK,Cerebrovascular disease
"[70,75)",Cerebrovascular disease,5638,145,0.0257183398368216,efi,3-year lookback,yes,UK BioBank,Female,UK,Cerebrovascular disease
"[40,45)",Cerebrovascular disease,5892,0,0,efi,1-year lookback,no,UK BioBank,Male,UK,Cerebrovascular disease
"[40,45)",Cerebrovascular disease,5892,25,0.00424304141208418,efi,3-year lookback,no,UK BioBank,Male,UK,Cerebrovascular disease
"[40,45)",Cerebrovascular disease,5892,0,0,efi,1-year lookback,yes,UK BioBank,Male,UK,Cerebrovascular disease
"[40,45)",Cerebrovascular disease,5892,25,0.00424304141208418,efi,3-year lookback,yes,UK BioBank,Male,UK,Cerebrovascular disease
"[45,50)",Cerebrovascular disease,11224,23,0.00204918032786885,efi,1-year lookback,no,UK BioBank,Male,UK,Cerebrovascular disease
"[45,50)",Cerebrovascular disease,11224,39,0.00347469707769066,efi,3-year lookback,no,UK BioBank,Male,UK,Cerebrovascular disease
"[45,50)",Cerebrovascular disease,11224,23,0.00204918032786885,efi,1-year lookback,yes,UK BioBank,Male,UK,Cerebrovascular disease
"[45,50)",Cerebrovascular disease,11224,39,0.00347469707769066,efi,3-year lookback,yes,UK BioBank,Male,UK,Cerebrovascular disease
"[50,55)",Cerebrovascular disease,12609,50,0.00396542152430803,efi,1-year lookback,no,UK BioBank,Male,UK,Cerebrovascular disease
"[50,55)",Cerebrovascular disease,12609,104,0.00824807677056071,efi,3-year lookback,no,UK BioBank,Male,UK,Cerebrovascular disease
"[50,55)",Cerebrovascular disease,12609,50,0.00396542152430803,efi,1-year lookback,yes,UK BioBank,Male,UK,Cerebrovascular disease
"[50,55)",Cerebrovascular disease,12609,104,0.00824807677056071,efi,3-year lookback,yes,UK BioBank,Male,UK,Cerebrovascular disease
"[55,60)",Cerebrovascular disease,15274,97,0.00635066125441927,efi,1-year lookback,no,UK BioBank,Male,UK,Cerebrovascular disease
"[55,60)",Cerebrovascular disease,15274,174,0.0113919078172057,efi,3-year lookback,no,UK BioBank,Male,UK,Cerebrovascular disease
"[55,60)",Cerebrovascular disease,15274,97,0.00635066125441927,efi,1-year lookback,yes,UK BioBank,Male,UK,Cerebrovascular disease
"[55,60)",Cerebrovascular disease,15274,174,0.0113919078172057,efi,3-year lookback,yes,UK BioBank,Male,UK,Cerebrovascular disease
"[60,65)",Cerebrovascular disease,21605,192,0.00888683175190928,efi,1-year lookback,no,UK BioBank,Male,UK,Cerebrovascular disease
"[60,65)",Cerebrovascular disease,21605,397,0.0183753760703541,efi,3-year lookback,no,UK BioBank,Male,UK,Cerebrovascular disease
"[60,65)",Cerebrovascular disease,21605,192,0.00888683175190928,efi,1-year lookback,yes,UK BioBank,Male,UK,Cerebrovascular disease
"[60,65)",Cerebrovascular disease,21605,397,0.0183753760703541,efi,3-year lookback,yes,UK BioBank,Male,UK,Cerebrovascular disease
"[65,70)",Cerebrovascular disease,20753,278,0.0133956536404375,efi,1-year lookback,no,UK BioBank,Male,UK,Cerebrovascular disease
"[65,70)",Cerebrovascular disease,20753,548,0.026405820845179,efi,3-year lookback,no,UK BioBank,Male,UK,Cerebrovascular disease
"[65,70)",Cerebrovascular disease,20753,278,0.0133956536404375,efi,1-year lookback,yes,UK BioBank,Male,UK,Cerebrovascular disease
"[65,70)",Cerebrovascular disease,20753,548,0.026405820845179,efi,3-year lookback,yes,UK BioBank,Male,UK,Cerebrovascular disease
"[70,75)",Cerebrovascular disease,5461,109,0.0199597143380333,efi,1-year lookback,no,UK BioBank,Male,UK,Cerebrovascular disease
"[70,75)",Cerebrovascular disease,5461,187,0.0342428126716719,efi,3-year lookback,no,UK BioBank,Male,UK,Cerebrovascular disease
"[70,75)",Cerebrovascular disease,5461,109,0.0199597143380333,efi,1-year lookback,yes,UK BioBank,Male,UK,Cerebrovascular disease
"[70,75)",Cerebrovascular disease,5461,187,0.0342428126716719,efi,3-year lookback,yes,UK BioBank,Male,UK,Cerebrovascular disease
"[40,45)",Chronic kidney disease,14626,424,0.028989470805415016,efi,1-year lookback,no,All of Us,All,US,Chronic kidney disease
"[45,50)",Chronic kidney disease,15913,719,0.04518318356061082,efi,1-year lookback,no,All of Us,All,US,Chronic kidney disease
"[50,55)",Chronic kidney disease,19613,1047,0.05338296028144598,efi,1-year lookback,no,All of Us,All,US,Chronic kidney disease
"[55,60)",Chronic kidney disease,23709,1387,0.05850099118478215,efi,1-year lookback,no,All of Us,All,US,Chronic kidney disease
"[60,65)",Chronic kidney disease,23922,1774,0.07415767912381908,efi,1-year lookback,no,All of Us,All,US,Chronic kidney disease
"[65,70)",Chronic kidney disease,22783,1990,0.08734582802967125,efi,1-year lookback,no,All of Us,All,US,Chronic kidney disease
"[70,75)",Chronic kidney disease,19039,1903,0.09995272860969588,efi,1-year lookback,no,All of Us,All,US,Chronic kidney disease
"[75,80)",Chronic kidney disease,11535,1349,0.11694841785869094,efi,1-year lookback,no,All of Us,All,US,Chronic kidney disease
"[80,100]",Chronic kidney disease,8581,1403,0.1635007574874723,efi,1-year lookback,no,All of Us,All,US,Chronic kidney disease
"[40,45)",Chronic kidney disease,9944,247,0.0248390989541432,efi,1-year lookback,no,All of Us,Female,US,Chronic kidney disease
"[45,50)",Chronic kidney disease,10419,382,0.0366637873116422,efi,1-year lookback,no,All of Us,Female,US,Chronic kidney disease
"[50,55)",Chronic kidney disease,12562,547,0.0435440216526031,efi,1-year lookback,no,All of Us,Female,US,Chronic kidney disease
"[55,60)",Chronic kidney disease,14769,720,0.048750761730652,efi,1-year lookback,no,All of Us,Female,US,Chronic kidney disease
"[60,65)",Chronic kidney disease,14518,959,0.0660559305689489,efi,1-year lookback,no,All of Us,Female,US,Chronic kidney disease
"[65,70)",Chronic kidney disease,13734,987,0.0718654434250764,efi,1-year lookback,no,All of Us,Female,US,Chronic kidney disease
"[70,75)",Chronic kidney disease,10854,962,0.0886309194766906,efi,1-year lookback,no,All of Us,Female,US,Chronic kidney disease
"[75,80)",Chronic kidney disease,6307,631,0.10004756619629,efi,1-year lookback,no,All of Us,Female,US,Chronic kidney disease
"[80,100]",Chronic kidney disease,4551,668,0.146780927268732,efi,1-year lookback,no,All of Us,Female,US,Chronic kidney disease
"[40,45)",Chronic kidney disease,4682,177,0.0378043571123452,efi,1-year lookback,no,All of Us,Male,US,Chronic kidney disease
"[45,50)",Chronic kidney disease,5494,337,0.0613396432471787,efi,1-year lookback,no,All of Us,Male,US,Chronic kidney disease
"[50,55)",Chronic kidney disease,7051,500,0.0709119273861864,efi,1-year lookback,no,All of Us,Male,US,Chronic kidney disease
"[55,60)",Chronic kidney disease,8940,667,0.0746085011185682,efi,1-year lookback,no,All of Us,Male,US,Chronic kidney disease
"[60,65)",Chronic kidney disease,9404,815,0.086665248830285,efi,1-year lookback,no,All of Us,Male,US,Chronic kidney disease
"[65,70)",Chronic kidney disease,9049,1003,0.110840976903525,efi,1-year lookback,no,All of Us,Male,US,Chronic kidney disease
"[70,75)",Chronic kidney disease,8185,941,0.114966401954795,efi,1-year lookback,no,All of Us,Male,US,Chronic kidney disease
"[75,80)",Chronic kidney disease,5228,718,0.137337413925019,efi,1-year lookback,no,All of Us,Male,US,Chronic kidney disease
"[80,100]",Chronic kidney disease,4030,735,0.182382133995037,efi,1-year lookback,no,All of Us,Male,US,Chronic kidney disease
"[40,45)",Chronic kidney disease,105426,3122,0.029613188397548992,efi,1-year lookback,no,IMRD - EMIS,All,UK,Chronic kidney disease
"[40,45)",Chronic kidney disease,105426,5096,0.04833722231707548,efi,3-year lookback,no,IMRD - EMIS,All,UK,Chronic kidney disease
"[40,45)",Chronic kidney disease,105426,3804,0.036082180866199985,efi,1-year lookback,yes,IMRD - EMIS,All,UK,Chronic kidney disease
"[40,45)",Chronic kidney disease,105426,6365,0.06037410126534252,efi,3-year lookback,yes,IMRD - EMIS,All,UK,Chronic kidney disease
"[45,50)",Chronic kidney disease,105775,3739,0.035348617348144644,efi,1-year lookback,no,IMRD - EMIS,All,UK,Chronic kidney disease
"[45,50)",Chronic kidney disease,105775,5985,0.05658236823445994,efi,3-year lookback,no,IMRD - EMIS,All,UK,Chronic kidney disease
"[45,50)",Chronic kidney disease,105775,4765,0.04504845190262349,efi,1-year lookback,yes,IMRD - EMIS,All,UK,Chronic kidney disease
"[45,50)",Chronic kidney disease,105775,7869,0.07439376034034507,efi,3-year lookback,yes,IMRD - EMIS,All,UK,Chronic kidney disease
"[50,55)",Chronic kidney disease,109520,4569,0.041718407596785974,efi,1-year lookback,no,IMRD - EMIS,All,UK,Chronic kidney disease
"[50,55)",Chronic kidney disease,109520,7079,0.06463659605551497,efi,3-year lookback,no,IMRD - EMIS,All,UK,Chronic kidney disease
"[50,55)",Chronic kidney disease,109520,6096,0.05566106647187728,efi,1-year lookback,yes,IMRD - EMIS,All,UK,Chronic kidney disease
"[50,55)",Chronic kidney disease,109520,9753,0.08905222790357925,efi,3-year lookback,yes,IMRD - EMIS,All,UK,Chronic kidney disease
"[55,60)",Chronic kidney disease,99193,4863,0.04902563688969988,efi,1-year lookback,no,IMRD - EMIS,All,UK,Chronic kidney disease
"[55,60)",Chronic kidney disease,99193,7541,0.07602350972346839,efi,3-year lookback,no,IMRD - EMIS,All,UK,Chronic kidney disease
"[55,60)",Chronic kidney disease,99193,6677,0.06731321766656921,efi,1-year lookback,yes,IMRD - EMIS,All,UK,Chronic kidney disease
"[55,60)",Chronic kidney disease,99193,10838,0.10926174226003851,efi,3-year lookback,yes,IMRD - EMIS,All,UK,Chronic kidney disease
"[60,65)",Chronic kidney disease,89493,5369,0.059993519046182386,efi,1-year lookback,no,IMRD - EMIS,All,UK,Chronic kidney disease
"[60,65)",Chronic kidney disease,89493,8254,0.09223067725967395,efi,3-year lookback,no,IMRD - EMIS,All,UK,Chronic kidney disease
"[60,65)",Chronic kidney disease,89493,7478,0.08355960801403461,efi,1-year lookback,yes,IMRD - EMIS,All,UK,Chronic kidney disease
"[60,65)",Chronic kidney disease,89493,11907,0.13304951225235492,efi,3-year lookback,yes,IMRD - EMIS,All,UK,Chronic kidney disease
"[65,70)",Chronic kidney disease,83563,6390,0.07646925074494693,efi,1-year lookback,no,IMRD - EMIS,All,UK,Chronic kidney disease
"[65,70)",Chronic kidney disease,83563,9794,0.11720498306666827,efi,3-year lookback,no,IMRD - EMIS,All,UK,Chronic kidney disease
"[65,70)",Chronic kidney disease,83563,8836,0.10574057896437418,efi,1-year lookback,yes,IMRD - EMIS,All,UK,Chronic kidney disease
"[65,70)",Chronic kidney disease,83563,13858,0.16583894785969866,efi,3-year lookback,yes,IMRD - EMIS,All,UK,Chronic kidney disease
"[70,75)",Chronic kidney disease,73321,7192,0.0980892240967799,efi,1-year lookback,no,IMRD - EMIS,All,UK,Chronic kidney disease
"[70,75)",Chronic kidney disease,73321,10936,0.14915235744193342,efi,3-year lookback,no,IMRD - EMIS,All,UK,Chronic kidney disease
"[70,75)",Chronic kidney disease,73321,10008,0.13649568336492957,efi,1-year lookback,yes,IMRD - EMIS,All,UK,Chronic kidney disease
"[70,75)",Chronic kidney disease,73321,15438,0.2105535931042948,efi,3-year lookback,yes,IMRD - EMIS,All,UK,Chronic kidney disease
"[75,80)",Chronic kidney disease,60635,7884,0.13002391358126494,efi,1-year lookback,no,IMRD - EMIS,All,UK,Chronic kidney disease
"[75,80)",Chronic kidney disease,60635,12076,0.1991589016244743,efi,3-year lookback,no,IMRD - EMIS,All,UK,Chronic kidney disease
"[75,80)",Chronic kidney disease,60635,11012,0.18161128061350704,efi,1-year lookback,yes,IMRD - EMIS,All,UK,Chronic kidney disease
"[75,80)",Chronic kidney disease,60635,16743,0.2761276490475798,efi,3-year lookback,yes,IMRD - EMIS,All,UK,Chronic kidney disease
"[80,100]",Chronic kidney disease,105529,18005,0.1706166077571094,efi,1-year lookback,no,IMRD - EMIS,All,UK,Chronic kidney disease
"[80,100]",Chronic kidney disease,105529,29003,0.27483440570838347,efi,3-year lookback,no,IMRD - EMIS,All,UK,Chronic kidney disease
"[80,100]",Chronic kidney disease,105529,24727,0.2343147381288556,efi,1-year lookback,yes,IMRD - EMIS,All,UK,Chronic kidney disease
"[80,100]",Chronic kidney disease,105529,38840,0.36805048849131516,efi,3-year lookback,yes,IMRD - EMIS,All,UK,Chronic kidney disease
"[40,45)",Chronic kidney disease,50353,1687,0.0335034655333347,efi,1-year lookback,no,IMRD - EMIS,Female,UK,Chronic kidney disease
"[40,45)",Chronic kidney disease,50353,2840,0.0564018032689214,efi,3-year lookback,no,IMRD - EMIS,Female,UK,Chronic kidney disease
"[40,45)",Chronic kidney disease,50353,1969,0.03910392628046,efi,1-year lookback,yes,IMRD - EMIS,Female,UK,Chronic kidney disease
"[40,45)",Chronic kidney disease,50353,3406,0.0676424443429389,efi,3-year lookback,yes,IMRD - EMIS,Female,UK,Chronic kidney disease
"[45,50)",Chronic kidney disease,51196,1971,0.0384991014923041,efi,1-year lookback,no,IMRD - EMIS,Female,UK,Chronic kidney disease
"[45,50)",Chronic kidney disease,51196,3198,0.0624658176420033,efi,3-year lookback,no,IMRD - EMIS,Female,UK,Chronic kidney disease
"[45,50)",Chronic kidney disease,51196,2401,0.0468981951714978,efi,1-year lookback,yes,IMRD - EMIS,Female,UK,Chronic kidney disease
"[45,50)",Chronic kidney disease,51196,4002,0.0781701695444957,efi,3-year lookback,yes,IMRD - EMIS,Female,UK,Chronic kidney disease
"[50,55)",Chronic kidney disease,53152,2341,0.0440434978928356,efi,1-year lookback,no,IMRD - EMIS,Female,UK,Chronic kidney disease
"[50,55)",Chronic kidney disease,53152,3660,0.0688591210114389,efi,3-year lookback,no,IMRD - EMIS,Female,UK,Chronic kidney disease
"[50,55)",Chronic kidney disease,53152,2938,0.0552754364840458,efi,1-year lookback,yes,IMRD - EMIS,Female,UK,Chronic kidney disease
"[50,55)",Chronic kidney disease,53152,4733,0.089046508127634,efi,3-year lookback,yes,IMRD - EMIS,Female,UK,Chronic kidney disease
"[55,60)",Chronic kidney disease,47543,2441,0.0513429947626359,efi,1-year lookback,no,IMRD - EMIS,Female,UK,Chronic kidney disease
"[55,60)",Chronic kidney disease,47543,3821,0.0803693498517132,efi,3-year lookback,no,IMRD - EMIS,Female,UK,Chronic kidney disease
"[55,60)",Chronic kidney disease,47543,3122,0.0656668699913762,efi,1-year lookback,yes,IMRD - EMIS,Female,UK,Chronic kidney disease
"[55,60)",Chronic kidney disease,47543,5091,0.107082009969922,efi,3-year lookback,yes,IMRD - EMIS,Female,UK,Chronic kidney disease
"[60,65)",Chronic kidney disease,43308,2655,0.0613050706566916,efi,1-year lookback,no,IMRD - EMIS,Female,UK,Chronic kidney disease
"[60,65)",Chronic kidney disease,43308,4152,0.0958714325297866,efi,3-year lookback,no,IMRD - EMIS,Female,UK,Chronic kidney disease
"[60,65)",Chronic kidney disease,43308,3456,0.0798004987531172,efi,1-year lookback,yes,IMRD - EMIS,Female,UK,Chronic kidney disease
"[60,65)",Chronic kidney disease,43308,5590,0.1290754594994,efi,3-year lookback,yes,IMRD - EMIS,Female,UK,Chronic kidney disease
"[65,70)",Chronic kidney disease,40959,3131,0.0764422959544911,efi,1-year lookback,no,IMRD - EMIS,Female,UK,Chronic kidney disease
"[65,70)",Chronic kidney disease,40959,4869,0.118874972533509,efi,3-year lookback,no,IMRD - EMIS,Female,UK,Chronic kidney disease
"[65,70)",Chronic kidney disease,40959,4114,0.100441905319954,efi,1-year lookback,yes,IMRD - EMIS,Female,UK,Chronic kidney disease
"[65,70)",Chronic kidney disease,40959,6499,0.158670865987939,efi,3-year lookback,yes,IMRD - EMIS,Female,UK,Chronic kidney disease
"[70,75)",Chronic kidney disease,37263,3667,0.0984086090760272,efi,1-year lookback,no,IMRD - EMIS,Female,UK,Chronic kidney disease
"[70,75)",Chronic kidney disease,37263,5636,0.151249228457183,efi,3-year lookback,no,IMRD - EMIS,Female,UK,Chronic kidney disease
"[70,75)",Chronic kidney disease,37263,4834,0.129726538389287,efi,1-year lookback,yes,IMRD - EMIS,Female,UK,Chronic kidney disease
"[70,75)",Chronic kidney disease,37263,7551,0.202640689155463,efi,3-year lookback,yes,IMRD - EMIS,Female,UK,Chronic kidney disease
"[75,80)",Chronic kidney disease,31636,4124,0.13035782020483,efi,1-year lookback,no,IMRD - EMIS,Female,UK,Chronic kidney disease
"[75,80)",Chronic kidney disease,31636,6368,0.201289669996207,efi,3-year lookback,no,IMRD - EMIS,Female,UK,Chronic kidney disease
"[75,80)",Chronic kidney disease,31636,5496,0.173726134783158,efi,1-year lookback,yes,IMRD - EMIS,Female,UK,Chronic kidney disease
"[75,80)",Chronic kidney disease,31636,8525,0.269471488178025,efi,3-year lookback,yes,IMRD - EMIS,Female,UK,Chronic kidney disease
"[80,100]",Chronic kidney disease,62998,10732,0.170354614432204,efi,1-year lookback,no,IMRD - EMIS,Female,UK,Chronic kidney disease
"[80,100]",Chronic kidney disease,62998,17477,0.277421505444617,efi,3-year lookback,no,IMRD - EMIS,Female,UK,Chronic kidney disease
"[80,100]",Chronic kidney disease,62998,14180,0.225086510682879,efi,1-year lookback,yes,IMRD - EMIS,Female,UK,Chronic kidney disease
"[80,100]",Chronic kidney disease,62998,22773,0.36148766627512,efi,3-year lookback,yes,IMRD - EMIS,Female,UK,Chronic kidney disease
